"did","gene","AF"
"XRN:SYY37V","APC",0.2641
"XRN:SYY37V","PTEN",0.3548
"XRN:SYY37V","TP53",0.4195
"XRN:T023AS","APC",0.238
"XRN:T023AS","KRAS",0.4322
"XRN:T023AS","PIK3CA",0.0821
"XRN:T023AS","PTEN",0.3043
"XRN:T023AS","TP53",0.3852
"XRN:T3MG5Q","APC",0.1862
"XRN:T3MG5Q","KRAS",0.1657
"XRN:T3MG5Q","PTEN",0.1577
"XRN:T3MG5Q","TP53",0.1945
"XRN:T3N2V9","APC",0.43
"XRN:T3N2V9","KRAS",0.29
"XRN:T3N2V9","PTEN",0.03
"XRN:T3N2V9","TP53",0.55
"XRN:T4EUF8","APC",0.3554
"XRN:T4EUF8","KRAS",0.7369
"XRN:T4EUF8","PTEN",0.4069
"XRN:T4EUF8","TP53",0.6369
"XRN:T53LGL","APC",0.44
"XRN:T53LGL","KRAS",0.3
"XRN:T53LGL","PTEN",0.41
"XRN:T5V6V2","APC",0.2306
"XRN:T5V6V2","KRAS",0.2052
"XRN:T5V6V2","PTEN",0.235
"XRN:T67PTL","KRAS",0.24
"XRN:T67PTL","PIK3CA",0.4
"XRN:T67PTL","PTEN",0.49
"XRN:T7AV8R","APC",0.314
"XRN:T7AV8R","KRAS",0.4554
"XRN:T7AV8R","PIK3CA",0.5755
"XRN:T7AV8R","PTEN",0.4513
"XRN:T7KMCL","APC",0.163
"XRN:T7KMCL","KRAS",0.0803
"XRN:T7KMCL","PTEN",0.0665
"XRN:T7KMCL","TP53",0.0556
"XRN:T7SJWE","APC",0.3984
"XRN:T7SJWE","KRAS",0.3408
"XRN:T7SJWE","PIK3CA",0.3488
"XRN:T7SJWE","PTEN",0.4509
"XRN:T8D5LG","PTEN",0.1806
"XRN:T8D5LG","TP53",0.1743
"XRN:T8QCT1","APC",0.61
"XRN:T8QCT1","PTEN",0.11
"XRN:T8QCT1","TP53",0.48
"XRN:T9GVS0","KRAS",0.0995
"XRN:T9GVS0","PTEN",0.1651
"XRN:T9GVS0","TP53",0.0999
"XRN:T9J816","PTEN",0.5568
"XRN:T9J816","TP53",0.4355
"XRN:T9L5AU","APC",0.3049
"XRN:T9L5AU","KRAS",0.2842
"XRN:T9L5AU","PTEN",0.6052
"XRN:TA8U0H","APC",0.1755
"XRN:TA8U0H","KRAS",0.6751
"XRN:TA8U0H","PTEN",0.3754
"XRN:TDUT8U","APC",0.23
"XRN:TDUT8U","KRAS",0.29
"XRN:TDUT8U","PTEN",0.25
"XRN:TEGW1L","APC",0.25
"XRN:TEGW1L","KRAS",0.56
"XRN:TEGW1L","PTEN",0.53
"XRN:TEGW1L","TP53",0.4
"XRN:TG9ULF","APC",0.22
"XRN:TG9ULF","PTEN",0.2
"XRN:TG9ULF","TP53",0.35
"XRN:THLVQ2","APC",0.223
"XRN:THLVQ2","KRAS",0.3597
"XRN:THLVQ2","PTEN",0.2695
"XRN:THYNBQ","APC",0.13
"XRN:THYNBQ","KRAS",0.19
"XRN:THYNBQ","PTEN",0.12
"XRN:THYNBQ","TP53",0.16
"XRN:TJ2NNK","APC",0.1184
"XRN:TJ2NNK","PTEN",0.1132
"XRN:TJ2NNK","TP53",0.1067
"XRN:TJV05U","APC",0.4328
"XRN:TJV05U","KRAS",0.2857
"XRN:TJV05U","PTEN",0.0927
"XRN:TJV05U","TP53",0.1815
"XRN:TJVJG2","APC",0.3025
"XRN:TJVJG2","TP53",0.3612
"XRN:TKDF4G","APC",0.41
"XRN:TKDF4G","KRAS",0.5207
"XRN:TKDF4G","PTEN",0.081
"XRN:TKL5VS","APC",0.2
"XRN:TKL5VS","PTEN",0.33
"XRN:TKL5VS","TP53",0.28
"XRN:TLMBHT","PTEN",0.1277
"XRN:TLMBHT","TP53",0.175
"XRN:TM6RVW","PTEN",0.24
"XRN:TQFYVS","PTEN",0.1444
"XRN:TQFYVS","TP53",0.3313
"XRN:TQV4XT","KRAS",0.24
"XRN:TQV4XT","PIK3CA",0.18
"XRN:TQV4XT","PTEN",0.26
"XRN:TTMWEQ","APC",0.473
"XRN:TTMWEQ","KRAS",0.5718
"XRN:TTMWEQ","PIK3CA",0.3882
"XRN:TTMWEQ","PTEN",0.6645
"XRN:TU0F7C","KRAS",0.05
"XRN:TU0F7C","PTEN",0.13
"XRN:TWCCWB","APC",0.4449
"XRN:TWCCWB","KRAS",0.2752
"XRN:TWCCWB","PTEN",0.3246
"XRN:TWCCWB","TP53",0.383
"XRN:TWW07Q","APC",0.3579
"XRN:TWW07Q","KRAS",0.552
"XRN:TWW07Q","PIK3CA",0.3606
"XRN:TWW07Q","PTEN",0.5318
"XRN:TX3ENV","APC",0.203
"XRN:TX3ENV","PIK3CA",0.2072
"XRN:TX3ENV","PTEN",0.2463
"XRN:U2516T","APC",0.21
"XRN:U2516T","PTEN",0.29
"XRN:U2516T","TP53",0.25
"XRN:U5H07C","KRAS",0.2824
"XRN:U5H07C","PTEN",0.2999
"XRN:U5H07C","TP53",0.408
"XRN:U8TE2L","APC",0.3611
"XRN:U8TE2L","KRAS",0.1814
"XRN:U8TE2L","PIK3CA",0.085
"XRN:U8TE2L","PTEN",0.102
"XRN:U8TE2L","TP53",0.0293
"XRN:U9JCXB","APC",0.3831
"XRN:U9JCXB","KRAS",0.485
"XRN:U9JCXB","PIK3CA",0.3657
"XRN:U9JCXB","PTEN",0.2706
"XRN:U9P1QD","APC",0.718
"XRN:U9P1QD","PTEN",0.3308
"XRN:U9P1QD","TP53",0.8115
"XRN:U9QB50","APC",0.18
"XRN:U9QB50","KRAS",0.32
"XRN:U9QB50","PTEN",0.15
"XRN:U9QB50","TP53",0.21
"XRN:UABSHF","APC",0.4049
"XRN:UABSHF","KRAS",0.3445
"XRN:UABSHF","PTEN",0.0533
"XRN:UABSHF","TP53",0.3316
"XRN:UB36HA","APC",0.23
"XRN:UB36HA","KRAS",0.22
"XRN:UB36HA","PTEN",0.25
"XRN:UB36HA","TP53",0.27
"XRN:UBF4KK","APC",0.3928
"XRN:UBF4KK","KRAS",0.3457
"XRN:UBF4KK","PTEN",0.3766
"XRN:UBF4KK","TP53",0.6596
"XRN:UCEK5F","APC",0.2748
"XRN:UCEK5F","KRAS",0.2331
"XRN:UCEK5F","PIK3CA",0.1752
"XRN:UCEK5F","PTEN",0.1672
"XRN:UDEWVF","APC",0.4599
"XRN:UDEWVF","KRAS",0.3732
"XRN:UDEWVF","PTEN",0.4614
"XRN:UDEWVF","TP53",0.4612
"XRN:UG5SUU","APC",0.2743
"XRN:UG5SUU","KRAS",0.259
"XRN:UG5SUU","PTEN",0.3772
"XRN:UGE6CE","APC",0.33
"XRN:UGE6CE","KRAS",0.31
"XRN:UGE6CE","PTEN",0.41
"XRN:UGS6UX","KRAS",0.26
"XRN:UGS6UX","PIK3CA",0.12
"XRN:UGS6UX","PTEN",0.61
"XRN:UJ9GD9","APC",0.2471
"XRN:UJ9GD9","KRAS",0.3693
"XRN:UJ9GD9","PIK3CA",0.2447
"XRN:UJ9GD9","PTEN",0.221
"XRN:UJNVM3","APC",0.52
"XRN:UJNVM3","KRAS",0.77
"XRN:UJNVM3","PIK3CA",0.4
"XRN:UJNVM3","PTEN",0.51
"XRN:UJNVM3","TP53",0.66
"XRN:UL0EU2","PIK3CA",0.17
"XRN:UL0EU2","PTEN",0.13
"XRN:UL0EU2","TP53",0.26
"XRN:ULHYV9","APC",0.5
"XRN:ULHYV9","KRAS",0.43
"XRN:ULHYV9","PTEN",0.48
"XRN:ULHYV9","TP53",0.02
"XRN:ULM1AR","APC",0.6459
"XRN:ULM1AR","KRAS",0.0378
"XRN:ULM1AR","PTEN",0.4918
"XRN:ULM1AR","TP53",0.507
"XRN:ULX0TA","APC",0.3488
"XRN:ULX0TA","KRAS",0.357
"XRN:ULX0TA","PTEN",0.5543
"XRN:UM17K3","KRAS",0.2839
"XRN:UM17K3","PTEN",0.458
"XRN:UM17K3","TP53",0.3784
"XRN:UMYW8J","APC",0.27
"XRN:UMYW8J","PTEN",0.41
"XRN:UMYW8J","TP53",0.45
"XRN:USBPWM","APC",0.1874
"XRN:USBPWM","PTEN",0.1327
"XRN:USBPWM","TP53",0.1794
"XRN:UUTCC7","APC",0.1
"XRN:UUTCC7","KRAS",0.15
"XRN:UUTCC7","PTEN",0.04
"XRN:UUY5LD","APC",0.3775
"XRN:UUY5LD","KRAS",0.3826
"XRN:UUY5LD","PTEN",0.4699
"XRN:UV9LTR","KRAS",0.1694
"XRN:UV9LTR","PTEN",0.1089
"XRN:UXALMA","APC",0.21
"XRN:UXALMA","KRAS",0.18
"XRN:UXALMA","PTEN",0.25
"XRN:UYCKQQ","APC",0.3088
"XRN:UYCKQQ","KRAS",0.1855
"XRN:UYCKQQ","PIK3CA",0.2812
"XRN:UYCKQQ","PTEN",0.3965
"XRN:UYCKQQ","TP53",0.4374
"XRN:V0298C","APC",0.2566
"XRN:V0298C","KRAS",0.4782
"XRN:V0298C","PTEN",0.314
"XRN:V0298C","TP53",0.3512
"XRN:V1DD1E","APC",0.53
"XRN:V1DD1E","KRAS",0.27
"XRN:V1DD1E","PTEN",0.5
"XRN:V29GH7","APC",0.2504
"XRN:V29GH7","KRAS",0.2662
"XRN:V29GH7","PTEN",0.0114
"XRN:V29GH7","TP53",0.3757
"XRN:V2W2Y8","APC",0.65
"XRN:V2W2Y8","KRAS",0.36
"XRN:V2W2Y8","PTEN",0.66
"XRN:V2W2Y8","TP53",0.69
"XRN:V3FKPS","APC",0.2464
"XRN:V3FKPS","KRAS",0.4041
"XRN:V3FKPS","PTEN",0.4937
"XRN:V3FKPS","TP53",0.2764
"XRN:V3N3BG","APC",0.69
"XRN:V3N3BG","PIK3CA",0.09
"XRN:V3N3BG","PTEN",0.57
"XRN:V3T1KR","APC",0.4164
"XRN:V3T1KR","PTEN",0.3192
"XRN:V3T1KR","TP53",0.572
"XRN:V3U4AP","APC",0.2796
"XRN:V3U4AP","PTEN",0.2515
"XRN:V3U4AP","TP53",0.3688
"XRN:V3XXUC","APC",0.162
"XRN:V3XXUC","KRAS",0.0944
"XRN:V3XXUC","PTEN",0.1563
"XRN:V58HXR","APC",0.1345
"XRN:V58HXR","KRAS",0.2521
"XRN:V58HXR","PIK3CA",0.1335
"XRN:V58HXR","PTEN",0.0554
"XRN:V5HG4Y","APC",0.21
"XRN:V5HG4Y","KRAS",0.1843
"XRN:V5HG4Y","PTEN",0.0943
"XRN:V5QVGP","APC",0.4562
"XRN:V5QVGP","KRAS",0.3025
"XRN:V5QVGP","PTEN",0.4659
"XRN:V5QVGP","TP53",0.5225
"XRN:V89CUV","APC",0.1686
"XRN:V89CUV","PTEN",0.1257
"XRN:V89CUV","TP53",0.4119
"XRN:V8GLS0","APC",0.4023
"XRN:V8GLS0","PTEN",0.1306
"XRN:V8GLS0","TP53",0.0568
"XRN:V8HH83","APC",0.3727
"XRN:V8HH83","KRAS",0.3911
"XRN:V8HH83","PIK3CA",0.0338
"XRN:V8HH83","PTEN",0.0125
"XRN:V9K8FN","APC",0.3422
"XRN:V9K8FN","KRAS",0.3994
"XRN:V9K8FN","PTEN",0.0168
"XRN:VA23TC","APC",0.5865
"XRN:VA23TC","KRAS",0.8012
"XRN:VA23TC","PTEN",0.6294
"XRN:VA23TC","TP53",0.5273
"XRN:VAK6P1","APC",0.4984
"XRN:VAK6P1","PIK3CA",0.298
"XRN:VAK6P1","PTEN",0.4
"XRN:VAK6P1","TP53",0.4663
"XRN:VBE3D4","APC",0.2368
"XRN:VBE3D4","KRAS",0.2449
"XRN:VBE3D4","PIK3CA",0.126
"XRN:VBE3D4","PTEN",0.3465
"XRN:VC2VHU","APC",0.282
"XRN:VC2VHU","KRAS",0.2451
"XRN:VC2VHU","PTEN",0.3485
"XRN:VE4YRS","APC",0.5038
"XRN:VE4YRS","KRAS",0.2479
"XRN:VE4YRS","PIK3CA",0.2526
"XRN:VE4YRS","PTEN",0.3384
"XRN:VEXNNF","APC",0.44
"XRN:VEXNNF","KRAS",0.42
"XRN:VEXNNF","PIK3CA",0.27
"XRN:VEXNNF","PTEN",0.41
"XRN:VEXNNF","TP53",0.49
"XRN:VFV8P9","PTEN",0.16
"XRN:VFV8P9","TP53",0.34
"XRN:VG6BB5","APC",0.2253
"XRN:VG6BB5","PTEN",0.2401
"XRN:VG6BB5","TP53",0.2623
"XRN:VJR9AB","APC",0.3
"XRN:VJR9AB","PTEN",0.43
"XRN:VJR9AB","TP53",0.21
"XRN:VK91NE","APC",0.1372
"XRN:VK91NE","KRAS",0.0999
"XRN:VK91NE","PTEN",0.1049
"XRN:VKJAXX","PTEN",0.2614
"XRN:VLC69M","APC",0.4034
"XRN:VLC69M","KRAS",0.289
"XRN:VLC69M","PTEN",0.034
"XRN:VLCTT6","APC",0.1395
"XRN:VLCTT6","PTEN",0.2193
"XRN:VLRNC6","APC",0.1064
"XRN:VLRNC6","KRAS",0.1287
"XRN:VLRNC6","PTEN",0.0331
"XRN:VLRNC6","TP53",0.1596
"XRN:VMJ2EB","APC",0.1597
"XRN:VMJ2EB","KRAS",0.2801
"XRN:VMJ2EB","PIK3CA",0.0771
"XRN:VMJ2EB","PTEN",0.1733
"XRN:VMJ2EB","TP53",0.2104
"XRN:VMYCT2","APC",0.3847
"XRN:VMYCT2","PTEN",0.4401
"XRN:VMYCT2","TP53",0.518
"XRN:VP7F0X","APC",0.453
"XRN:VP7F0X","KRAS",0.313
"XRN:VP7F0X","PIK3CA",0.1217
"XRN:VP7F0X","PTEN",0.0348
"XRN:VP9GEJ","APC",0.36
"XRN:VP9GEJ","KRAS",0.36
"XRN:VP9GEJ","PIK3CA",0.17
"XRN:VP9GEJ","PTEN",0.04
"XRN:VP9GEJ","TP53",0.05
"XRN:VPU8H0","APC",0.26
"XRN:VPU8H0","TP53",0.29
"XRN:VQADQ3","KRAS",0.2668
"XRN:VQADQ3","PIK3CA",0.1802
"XRN:VQADQ3","PTEN",0.5813
"XRN:VRYMSH","APC",0.3411
"XRN:VRYMSH","KRAS",0.3333
"XRN:VRYMSH","PIK3CA",0.1371
"XRN:VRYMSH","PTEN",0.2953
"XRN:VU3F65","APC",0.2798
"XRN:VU3F65","KRAS",0.3411
"XRN:VU3F65","PTEN",0.0331
"XRN:VUEKCF","APC",0.2563
"XRN:VUEKCF","KRAS",0.239
"XRN:VUEKCF","PTEN",0.2492
"XRN:VUEKCF","TP53",0.3832
"XRN:VVHKVA","APC",0.0317
"XRN:VVHKVA","KRAS",0.0631
"XRN:VVHKVA","PTEN",0.0759
"XRN:VVHKVA","TP53",0.0794
"XRN:VW4WQ1","APC",0.3402
"XRN:VW4WQ1","KRAS",0.4635
"XRN:VW4WQ1","PTEN",0.5079
"XRN:VYDGAX","APC",0.2872
"XRN:VYDGAX","PTEN",0.487
"XRN:VYDGAX","TP53",0.28
"XRN:VYEX4J","PTEN",0.2624
"XRN:W04J83","APC",0.4571
"XRN:W04J83","KRAS",0.4442
"XRN:W04J83","PIK3CA",0.4264
"XRN:W04J83","PTEN",0.7578
"XRN:W04J83","TP53",0.8273
"XRN:W0A68V","APC",0.29
"XRN:W0A68V","KRAS",0.22
"XRN:W0A68V","PIK3CA",0.02
"XRN:W0A68V","PTEN",0.34
"XRN:W0A68V","TP53",0.35
"XRN:W0E674","KRAS",0.09
"XRN:W0E674","PTEN",0.19
"XRN:W0GCBA","APC",0.4284
"XRN:W0GCBA","KRAS",0.431
"XRN:W0GCBA","PTEN",0.5518
"XRN:W0GCBA","TP53",0.6305
"XRN:W0PALA","APC",0.4281
"XRN:W0PALA","PTEN",0.4542
"XRN:W0PALA","TP53",0.3596
"XRN:W1BHNB","APC",0.11
"XRN:W1BHNB","KRAS",0.12
"XRN:W1BHNB","PIK3CA",0.04
"XRN:W1BHNB","PTEN",0.07
"XRN:W2HWVJ","APC",0.207
"XRN:W2HWVJ","PTEN",0.181
"XRN:W2HWVJ","TP53",0.2331
"XRN:W4GQ2Y","APC",0.2952
"XRN:W4GQ2Y","KRAS",0.2841
"XRN:W4GQ2Y","PTEN",0.3872
"XRN:W4GQ2Y","TP53",0.4561
"XRN:W4HXQH","APC",0.35
"XRN:W4HXQH","KRAS",0.15
"XRN:W4HXQH","PIK3CA",0.14
"XRN:W4HXQH","PTEN",0.11
"XRN:W4L643","APC",0.1364
"XRN:W4L643","KRAS",0.092
"XRN:W4L643","PTEN",0.1128
"XRN:W4L643","TP53",0.1096
"XRN:W653WR","APC",0.5423
"XRN:W653WR","KRAS",0.1261
"XRN:W653WR","PTEN",0.1072
"XRN:W69HV6","KRAS",0.2753
"XRN:W69HV6","PTEN",0.3887
"XRN:W69HV6","TP53",0.4545
"XRN:W6PA5K","APC",0.3018
"XRN:W6PA5K","KRAS",0.2526
"XRN:W6PA5K","PTEN",0.4109
"XRN:W786T0","APC",0.4802
"XRN:W786T0","KRAS",0.6355
"XRN:W786T0","PTEN",0.7045
"XRN:W786T0","TP53",0.7373
"XRN:W7NGA4","PTEN",0.1691
"XRN:W7NGA4","TP53",0.5593
"XRN:W85HX0","APC",0.55
"XRN:W85HX0","KRAS",0.45
"XRN:W85HX0","PTEN",0.48
"XRN:W85HX0","TP53",0.59
"XRN:W8XS4X","APC",0.11
"XRN:W8XS4X","PTEN",0.47
"XRN:W8XS4X","TP53",0.15
"XRN:W908UC","APC",0.2062
"XRN:W908UC","KRAS",0.1785
"XRN:W908UC","PTEN",0.1689
"XRN:W91N7R","APC",0.7007
"XRN:W91N7R","PTEN",0.8401
"XRN:W91N7R","TP53",0.7976
"XRN:W995L0","APC",0.3563
"XRN:W995L0","PTEN",0.3971
"XRN:W995L0","TP53",0.3963
"XRN:W9NAMS","KRAS",0.3502
"XRN:W9NAMS","PTEN",0.0424
"XRN:W9NAMS","TP53",0.6365
"XRN:W9TE97","APC",0.3341
"XRN:W9TE97","KRAS",0.3791
"XRN:W9TE97","PTEN",0.505
"XRN:W9TE97","TP53",0.7699
"XRN:WBFRR1","APC",0.16
"XRN:WBFRR1","PTEN",0.18
"XRN:WBFRR1","TP53",0.24
"XRN:WBPYUQ","APC",0.7235
"XRN:WBPYUQ","PTEN",0.6667
"XRN:WBPYUQ","TP53",0.7845
"XRN:WD91PX","APC",0.3135
"XRN:WD91PX","KRAS",0.5895
"XRN:WD91PX","PIK3CA",0.2734
"XRN:WD91PX","PTEN",0.4505
"XRN:WDK2BM","APC",0.2497
"XRN:WDK2BM","PTEN",0.1491
"XRN:WDK2BM","TP53",0.3926
"XRN:WEJ90W","APC",0.5106
"XRN:WEJ90W","KRAS",0.3234
"XRN:WEJ90W","PTEN",0.1687
"XRN:WEJ90W","TP53",0.4517
"XRN:WF6B7U","APC",0.1066
"XRN:WF6B7U","PIK3CA",0.1073
"XRN:WF6B7U","PTEN",0.0975
"XRN:WFXYJW","TP53",0.5776
"XRN:WG4WVJ","APC",0.3864
"XRN:WG4WVJ","KRAS",0.3313
"XRN:WG4WVJ","PTEN",0.4844
"XRN:WG4WVJ","TP53",0.6036
"XRN:WH6T47","PTEN",0.4974
"XRN:WH6T47","TP53",0.4884
"XRN:WHEDG8","APC",0.9493
"XRN:WHEDG8","PTEN",0.4452
"XRN:WK39C7","APC",0.25
"XRN:WK39C7","KRAS",0.27
"XRN:WK39C7","PIK3CA",0.06
"XRN:WK39C7","PTEN",0.27
"XRN:WK39C7","TP53",0.28
"XRN:WLH1PK","APC",0.3665
"XRN:WLH1PK","KRAS",0.2537
"XRN:WLH1PK","PTEN",0.1168
"XRN:WMSB8V","KRAS",0.1588
"XRN:WMSB8V","PIK3CA",0.1415
"XRN:WMSB8V","PTEN",0.2429
"XRN:WPF93S","KRAS",0.58
"XRN:WPF93S","PIK3CA",0.59
"XRN:WPF93S","PTEN",0.5
"XRN:WQKH5V","APC",0.2047
"XRN:WQKH5V","KRAS",0.2743
"XRN:WQKH5V","PTEN",0.24
"XRN:WQKH5V","TP53",0.2731
"XRN:WQMTV4","KRAS",0.2173
"XRN:WQMTV4","PTEN",0.4929
"XRN:WQMTV4","TP53",0.2148
"XRN:WQVL78","APC",0.3
"XRN:WQVL78","PTEN",0.28
"XRN:WRN40Y","APC",0.3
"XRN:WRN40Y","PTEN",0.2
"XRN:WRWPH1","APC",0.2777
"XRN:WRWPH1","KRAS",0.2623
"XRN:WRWPH1","PTEN",0.4228
"XRN:WRYRMK","APC",0.1202
"XRN:WRYRMK","KRAS",0.1067
"XRN:WRYRMK","PTEN",0.028
"XRN:WRYRMK","TP53",0.0665
"XRN:WSTBGA","APC",0.23
"XRN:WSTBGA","KRAS",0.28
"XRN:WSTBGA","PTEN",0.32
"XRN:WTXE1B","APC",0.2849
"XRN:WTXE1B","KRAS",0.4041
"XRN:WTXE1B","PTEN",0.4165
"XRN:WTXE1B","TP53",0.5736
"XRN:WU7FY0","APC",0.3199
"XRN:WU7FY0","KRAS",0.2872
"XRN:WU7FY0","PTEN",0.2993
"XRN:WUQVYU","PIK3CA",0.0455
"XRN:WUQVYU","PTEN",0.0576
"XRN:WUY0RF","APC",0.3107
"XRN:WUY0RF","KRAS",0.1534
"XRN:WUY0RF","PTEN",0.1637
"XRN:WUY0RF","TP53",0.1966
"XRN:WVHSSF","APC",0.32
"XRN:WVHSSF","KRAS",0.33
"XRN:WVHSSF","PTEN",0.78
"XRN:WVHSSF","TP53",0.48
"XRN:WW85PC","PTEN",0.2056
"XRN:WXGRF6","APC",0.3106
"XRN:WXGRF6","KRAS",0.3058
"XRN:WXGRF6","PTEN",0.5122
"XRN:WXPSQV","APC",0.1928
"XRN:WXPSQV","KRAS",0.232
"XRN:WXPSQV","PTEN",0.3449
"XRN:WXPSQV","TP53",0.2473
"XRN:WYPL01","APC",0.3073
"XRN:WYPL01","PTEN",0.2566
"XRN:X3FF1Q","APC",0.1301
"XRN:X3FF1Q","PTEN",0.1062
"XRN:X3FF1Q","TP53",0.1822
"XRN:X4R332","APC",0.1586
"XRN:X4R332","KRAS",0.3507
"XRN:X4R332","PIK3CA",0.185
"XRN:X4R332","PTEN",0.2361
"XRN:X5LSDS","APC",0.3345
"XRN:X5LSDS","PTEN",0.3935
"XRN:X5LSDS","TP53",0.3807
"XRN:X66F2P","APC",0.37
"XRN:X66F2P","PTEN",0.27
"XRN:X66F2P","TP53",0.49
"XRN:X751M8","APC",0.364
"XRN:X751M8","PTEN",0.4968
"XRN:X751M8","TP53",0.2695
"XRN:X7R5UF","APC",0.2685
"XRN:X7R5UF","KRAS",0.2551
"XRN:X7R5UF","PIK3CA",0.23
"XRN:X7R5UF","PTEN",0.3246
"XRN:X8MA19","APC",0.4218
"XRN:X8MA19","KRAS",0.4395
"XRN:X8MA19","PTEN",0.4784
"XRN:X8PDPP","APC",0.1463
"XRN:X8PDPP","KRAS",0.11
"XRN:X8PDPP","PIK3CA",0.1054
"XRN:X8PDPP","PTEN",0.1078
"XRN:X8PDPP","TP53",0.106
"XRN:XCBTSK","APC",0.0573
"XRN:XCBTSK","KRAS",0.046
"XRN:XCBTSK","PIK3CA",0.0492
"XRN:XCBTSK","PTEN",0.0508
"XRN:XE58X0","PTEN",0.4035
"XRN:XE58X0","TP53",0.4301
"XRN:XGN3A2","APC",0.2143
"XRN:XGN3A2","KRAS",0.1902
"XRN:XGN3A2","PIK3CA",0.0755
"XRN:XGN3A2","PTEN",0.3552
"XRN:XHJDM0","APC",0.2923
"XRN:XHJDM0","KRAS",0.2237
"XRN:XHJDM0","PIK3CA",0.2248
"XRN:XHJDM0","PTEN",0.279
"XRN:XNB2D2","APC",0.25
"XRN:XNB2D2","KRAS",0.24
"XRN:XNB2D2","PTEN",0.39
"XRN:XNB2D2","TP53",0.34
"XRN:XNH621","APC",0.2765
"XRN:XNH621","PTEN",0.3945
"XRN:XPLNF7","APC",0.2171
"XRN:XPLNF7","KRAS",0.4496
"XRN:XPLNF7","PTEN",0.0726
"XRN:XPLNF7","TP53",0.2141
"XRN:XQA99B","APC",0.73
"XRN:XQA99B","KRAS",0.37
"XRN:XQA99B","PTEN",0.44
"XRN:XQA99B","TP53",0.59
"XRN:XQC1DW","APC",0.5796
"XRN:XQC1DW","KRAS",0.1521
"XRN:XQC1DW","PIK3CA",0.1002
"XRN:XQC1DW","PTEN",0.1074
"XRN:XQTBAD","APC",0.7377
"XRN:XQTBAD","KRAS",0.4013
"XRN:XQTBAD","PTEN",0.2868
"XRN:XQTBAD","TP53",0.6731
"XRN:XQYVT7","APC",0.22
"XRN:XQYVT7","PTEN",0.28
"XRN:XQYVT7","TP53",0.35
"XRN:XSPKP8","APC",0.19
"XRN:XSPKP8","KRAS",0.3
"XRN:XSPKP8","PIK3CA",0.22
"XRN:XSPKP8","PTEN",0.3
"XRN:XSPKP8","TP53",0.3
"XRN:XSRMYA","KRAS",0.5858
"XRN:XSRMYA","PIK3CA",0.3474
"XRN:XSRMYA","PTEN",0.8614
"XRN:XT1KXC","APC",0.23
"XRN:XT1KXC","KRAS",0.25
"XRN:XT1KXC","PTEN",0.36
"XRN:XTUEPA","PTEN",0.45
"XRN:XV08BA","PTEN",0.344
"XRN:XV08BA","TP53",0.3667
"XRN:XV7MEE","APC",0.3803
"XRN:XV7MEE","KRAS",0.3845
"XRN:XV7MEE","PIK3CA",0.2048
"XRN:XV7MEE","PTEN",0.389
"XRN:XV7MEE","TP53",0.1448
"XRN:XVBULX","PTEN",0.2167
"XRN:XVBULX","TP53",0.6425
"XRN:XW74P2","APC",0.0224
"XRN:XW74P2","KRAS",0.0634
"XRN:XW74P2","PTEN",0.0789
"XRN:XW74P2","TP53",0.0633
"XRN:XWBQY7","APC",0.4373
"XRN:XWBQY7","PIK3CA",0.2195
"XRN:XWBQY7","PTEN",0.2392
"XRN:XX0HHU","APC",0.3003
"XRN:XX0HHU","KRAS",0.3768
"XRN:XX0HHU","PTEN",0.3976
"XRN:XX0HHU","TP53",0.5409
"XRN:XXT81J","APC",0.3233
"XRN:XXT81J","KRAS",0.3432
"XRN:XXT81J","PTEN",0.4228
"XRN:XXT81J","TP53",0.4678
"XRN:XY0UFH","APC",0.2297
"XRN:XY0UFH","KRAS",0.153
"XRN:XY0UFH","PTEN",0.0852
"XRN:XY0UFH","TP53",0.2149
"XRN:XYS2JX","APC",0.16
"XRN:XYS2JX","KRAS",0.17
"XRN:XYS2JX","PIK3CA",0.15
"XRN:XYS2JX","PTEN",0.08
"XRN:Y02CFF","APC",0.47
"XRN:Y02CFF","KRAS",0.32
"XRN:Y02CFF","PIK3CA",0.35
"XRN:Y02CFF","PTEN",0.5
"XRN:Y07GSD","APC",0.3268
"XRN:Y07GSD","KRAS",0.5137
"XRN:Y1DDUC","APC",0.2851
"XRN:Y1DDUC","PTEN",0.2245
"XRN:Y1DDUC","TP53",0.3037
"XRN:Y2P99S","APC",0.6354
"XRN:Y2P99S","KRAS",0.6844
"XRN:Y2P99S","PTEN",0.8034
"XRN:Y3MNKL","APC",0.3566
"XRN:Y3MNKL","KRAS",0.2602
"XRN:Y3MNKL","PTEN",0.1624
"XRN:Y3MQ39","PIK3CA",0.3591
"XRN:Y3MQ39","PTEN",0.3873
"XRN:Y5TSMG","APC",0.43
"XRN:Y5TSMG","PTEN",0.02
"XRN:Y5TSMG","TP53",0.33
"XRN:Y6J8PU","KRAS",0.63
"XRN:Y6J8PU","PTEN",0.51
"XRN:Y76808","APC",0.32
"XRN:Y76808","KRAS",0.29
"XRN:Y76808","PTEN",0.35
"XRN:Y76808","TP53",0.22
"XRN:Y7QQDJ","KRAS",0.2439
"XRN:Y7QQDJ","PTEN",0.3514
"XRN:Y7QQDJ","TP53",0.3582
"XRN:Y82SLW","APC",0.33
"XRN:Y82SLW","PIK3CA",0.03
"XRN:Y82SLW","PTEN",0.04
"XRN:Y82SLW","TP53",0.07
"XRN:Y8C9E1","KRAS",0.1595
